"","A11_S1","A12_S2","A13_S3","A15_S4","A16_S5","A17_PulledDown_S6","B11_PulledDown_S7","B12_PulledDown_S8","B13_PulledDown_S9","B15_PulledDown_S10","B16_PulledDown_S11","B17_S12","HN878_broth_R1_S1","HN878_broth_R2_S2","HN878_broth_R3_S3","HN878_mimic_D14_R1_S7","HN878_mimic_D14_R2_S8","HN878_mimic_D14_R3_S9","HN878_mimic_D28_R1_S10","HN878_mimic_D28_R2_S11","HN878_mimic_D42_R1_S12","HN878_mimic_D42_R2_S13","HN878_mimic_D42_R3_S14","HN878_mimic_D7_R1_S4","HN878_mimic_D7_R2_S5","HN878_mimic_D7_R3_S6","HN878_R1_1Probe","HN878_R2_1Probe","iMTB_0_S31","iMTB_0_S48","iMTB_14_S18","iMTB_28_S19","iMTB_28_S38","iMTB_42_S20","iMTB_42_S39","KA_2_S12","KA_2_S32","KA_3_S13","KA_3_S33","LLL_Cav_L2_20mm_18_S24","LLL_Cav_L2_20mm_18_S41","LLL_Cav_L2_20mm_21_S25","LLL_Cav_L2_20mm_21_S42","LUL_Cav_L1_15mm_12_S22","LUL_Cav_L1_15mm_12_S39","LUL_Cav_L1_15_S14","LUL_Cav_L1_15_S34","mimic_only_D42_R1_S15","R002_12_S25","R002_12_S4","R002_14_S5","R002_3_S1","R002_3_S22","R002_7_S23","R002_7_S2","R002_9_S24","R002_9_S3","R006_11_S28","R006_11_S8","R006_13_S29","R006_13_S9","R006_17_S10","R006_17_S30","R006_19_S11","R006_19_S31","R006_7_S26","R006_7_S6","R006_9_S27","R006_9_S7","R011_L1_30_S27","R011_L41_22_S23","R011_L4_27_S25","R011_L4_28_S26","R011_L5_18_S21","R011_L5_19_S22","R011_L6_12_S18","R011_R1_8_S16","R011_R1_9_S17","R011_R2_13_S19","R011_R2_14_S20","R011_R3_25_S24","R011_R4_31_S28","RLL_Cav_Cluster_R4_13mm_23_S26","RLL_Cav_Cluster_R4_13mm_23_S43","RLL_Cav_R3_18mm_X_15mm_16_S23","RLL_Cav_R3_18mm_X_15mm_16_S40","RLL_Cav_R3_28_S15","RLL_Cav_R3_28_S35","RUL_Cav_R1_30mm_X_22mm_26_S27","RUL_Cav_R1_30mm_X_22mm_26_S44","RUL_Cav_R1_30mm_X_22mm_7_S37","RUL_Cav_R2_18mm_X_12mm_27_S28","RUL_Cav_R2_18mm_X_12mm_27_S45","RUL_Cav_R2_18mm_X_12mm_8_S21","RUL_Cav_R2_18mm_X_12mm_8_S38","Stearic_acid_0_S29","Stearic_acid_0_S46","Stearic_acid_14_S30","Stearic_acid_14_S47","Stearic_acid_28_S16","Stearic_acid_28_S36","Stearic_acid_42_S17","Stearic_acid_42_S37"
"Rv2599",1.12,3.97,13.11,12.18,1.78,1139.734522,1244.543794,1790.434892,1472.937824,2106.567848,919.875665,4.85,303.60965,363.677943,92.882765,109.631029,77.413356,44.930439,74.789335,34.566977,57.131663,86.829518,60.200915,28.598987,51.485755,47.762866,188.15,230.07,180.526961,3.38,0,162.821924,1.88,331.223445,5,22.157347,0.49,0,0,836.039615,0.45,575.996292,2.92,538.104292,1,1532.579832,1,31.999794,14.81,250.740837,453.463037,425.943972,0,34.49,1064.509429,15.49,1065.314634,4.31,98.32974,1.53,652.348672,83.618171,4.01,127.809716,22.27,2.38,397.212363,0,178.0924,104.638758,556.898724,0,123.992097,298.11531,59.6799,0,19.125987,0,145.552645,0,1039.301776,50.500563,361.404423,1,683.249598,2,1008.21139,0,728.644214,0,2,1415.92931,14.08,1052.886058,0,154.769874,9.35,576.754132,0,91.310247,7.15,118.204094,1.96
"Rv2600",3.18,6.26,14.96,20.58,0,1403.082394,1474.054156,2015.462622,1977.688984,2396.410069,781.725541,7,943.284273,1123.781119,261.522428,363.322485,194.356755,42.503037,224.579769,111.628179,172.956481,150.766264,168.873399,10.371849,85.631873,93.120943,371.61,420.72,257.644526,2.32,0,197.855074,2.7,296.803129,5.35,100.815193,0,1.0259,0,768.173402,1,624.075488,2.8,798.191236,1,1056.389748,0,50.115215,10.2,324.543465,591.800674,485.066038,4,28.43,1244.467995,11.03,1074.394293,11.15,357.618481,0,830.609676,248.298577,4.08,246.257036,29.16,3,467.523148,0,221.009637,84.164836,688.89185,0,79.989423,307.451971,39.035495,0,44.441988,0,155.9368,30.458971,1393.962143,56.547608,549.123234,0,737.068114,2,747.57333,1,856.616241,2,2.11,1107.66423,19.15,452.144907,0,344.610069,18.97,876.621291,0,172.074207,18.35,118.204198,3.31
"Rv2601",15.53,19.19,55.89,81.88,4,6954.481072,8554.701078,9772.355824,9879.97549,11841.25481,6581.79753,14,2415.467362,3124.399124,845.016172,912.490656,388.456068,301.634102,476.008764,258.093836,462.136136,611.654736,346.264842,95.916744,420.372106,355.07857,667.59,685.43,857.506034,15.73,0,792.61721,9,1277.248588,18,774.146604,0,249.5724,0,5027.579788,4,3352.353158,3.73,4098.372278,3,6100.774834,7.68,440.6864,53.74,1784.44266,2803.350088,1785.634312,13,111.11,6581.85374,61.86,6291.933802,18.24,1016.681512,6,4192.827562,900.236876,18.42,1140.27606,140.81,8,2276.538726,1,757.463476,416.12263,5000.643956,33.726,500.516324,1909.105198,724.456964,0,211.596924,137.1524,525.608468,183.2446,5288.506608,337.743406,1607.898292,0,4885.908104,10,5325.852532,10,4342.649696,9,10.95,6365.040528,71.5,3854.870558,0,1327.90504,67.53,1792.548142,0,650.529572,61.16,617.174558,6.62
"Rv2601A",3.23,4,8.89,14.05,1,1051.442688,1324.692096,1221.884224,1572.439936,1366.984512,691.919744,6.3,995.993344,1257.945536,597.801216,665.199744,261.524672,375.758016,379.926336,159.94592,413.721792,441.339584,379.712576,18.052032,358.240384,361.981184,353.89,422.12,633.883904,11.53,0,495.666688,9.91,445.47584,4.99,1203.426048,2.96,1176.289216,1,699.540288,0,807.756288,2.35,454.496512,0,860.86496,2.51,67.01376,33.27,889.82944,435.74976,734.415232,10.41,17.3,853.06272,6.2,851.45952,17.28,555.070592,1,780.352256,688.830912,13.28,475.40224,59.7,4.99,844.501632,0.59,291.002176,111.775104,672.852352,0,125.466432,276.413056,117.813824,0,97.292864,0,451.236672,40.45408,713.616384,168.464256,372.594368,0,457.414336,0,173.220416,0.23,777.562688,1.99,1.05,1671.92384,23.19,749.955584,0,1357.899712,78.58,518.68864,0,524.363968,40.24,396.182784,11.42
"Rv2602",8.35,4.99,14.64,14.12,1.39,1291.750035,2535.690729,1430.591328,2387.529591,1988.142516,1252.489578,0.73,2215.741914,2773.273584,1599.607449,1733.1984,926.851266,689.053713,1023.641028,463.054791,768.921369,875.645793,802.755822,70.216005,749.159394,795.212115,1530.68,1741.5,1403.802873,23.78,761.202,782.515656,21.99,933.828951,11.35,2478.815277,3.32,1683.72027,5,963.369444,4,1319.90475,2.8,620.145414,0.18,1220.55813,2,23.733888,47.19,1026.227163,765.505719,1463.430363,6.39,27.11,1184.264409,15.51,1157.202702,47.35,1498.836015,3,692.264424,1013.355042,26.81,996.969681,140.65,5.2,815.286378,1.59,367.9143,120.972564,871.020027,11.7108,84.337278,151.225464,718.838181,0,169.61142,18.5421,438.891507,59.080986,1186.557774,304.67598,601.164159,0,949.033473,0.62,1075.168548,0.96,1115.609844,3.2,2.05,2361.951252,21.61,1279.482972,0,2957.46495,144.39,1133.400501,0,1213.707312,82.28,1051.454178,18.81
"Rv2603c",11.11,9.68,21.23,27.7,2.3,2602.068176,4170.245392,3197.96736,4970.494768,4814.91824,1803.139632,12.95,5940.131136,7178.57624,2828.056704,2722.61352,1733.339488,904.663088,1556.862736,721.387936,1278.274016,1414.057488,1077.847472,178.788208,1214.4856,1287.073088,4487.09,4815.22,3020.393152,53.85,0,907.819488,10.82,1636.258336,19.42,3989.650752,5,3201.298576,1,1727.91048,0,1982.792208,6.84,1326.70776,0.55,1416.097008,1.61,136.414752,76.19,1840.462848,1316.9472,1703.708176,9.31,56.7,2263.731232,25.8,2026.816704,70.68,2137.455808,7.32,1106.24536,1564.31184,40.74,1387.980768,197.84,8.7,1205.45344,0,562.014016,125.615008,1549.5496,0,264.321792,641.098832,251.278576,0,36.27432,28.1648,477.15056,16.5104,1739.331792,390.820592,1744.80936,0,1360.253008,2.11,26.02816,0,1804.227376,6.12,9.41,3617.273248,52.85,1631.577152,0,6888.799296,427.12,2357.986192,1,1803.85832,153.01,2307.153584,32.88
"Rv2604c",7.18,7.22,20.82,26.51,1,2534.79311,3316.68624,3494.86938,3676.4303,4264.71999,1869.43339,8.85,2908.49936,3445.60834,1109.34897,1203.76946,855.55391,542.61623,868.64543,367.94724,714.28508,725.00586,676.0805,40.61728,359.32446,343.46358,1190.35,1170.72,1055.54576,17.74,0,503.28922,10.51,779.88954,10.64,1253.22981,1,456.08422,0.81,1599.97676,2.26,1419.63268,0,1752.69018,2.7,3000.01412,5,75.528,34.95,1066.43438,1486.26516,1166.57192,9.26,50.5,2599.23318,22.57,2302.60745,29.28,1344.73408,4,1606.58546,786.23599,23.08,785.84786,113.27,3.82,794.05104,0,256.10286,109.33727,1466.94258,13.637,129.027,445.97186,315.46577,0,53.46753,7.53182,218.192,33.81976,2114.54273,140.01003,379.06664,0,1322.50577,5.09,944.46715,0,1350.01055,0.26,6.7,2090.95072,23.12,1448.65851,0,1240.29564,59.73,620.4835,0,742.39828,67.72,1008.8233,17.58
"Rv2605c",6.73,6.41,19.2,17.04,1,1574.800064,2575.680568,2641.63122,2929.227752,3010.207624,1535.18098,3.97,3859.915712,4921.961864,1734.02552,1657.259448,1106.150592,713.752172,1156.276084,547.119792,1028.663492,1096.608676,1068.71332,117.527564,497.6966,476.95534,2384.35,2745.77,1978.912848,45.18,974.7924,784.122632,16.24,1351.796404,16.3,1341.608372,0,1826.157916,1,1585.531208,1,1532.521604,4.82,1207.600168,1,1717.657248,0.92,43.0744,63.93,1265.582056,1739.821836,1187.242832,11.64,58.96,2592.170572,28.26,2013.30682,61.14,1396.181764,3.26,1154.515652,869.16648,27.59,996.573064,135.64,5,843.04092,0,709.828656,67.37398,1197.683692,0,65.548,443.132572,258.952056,0,81.4668,0.908308,83.208504,122.780768,1728.510124,198.629168,444.893004,0,1184.864376,4.76,608.763004,1,1708.817632,4.15,5.97,2627.603948,32.09,1792.728436,0,2132.913192,133.16,1616.544776,0,1028.129744,87.69,1560.772792,19.28
"Rv2606c",12,8,40.12,62.5,3,4110.183705,5956.572582,5303.889909,6463.132419,6522.228882,2738.966286,14.36,6936.831759,8275.975155,3688.139574,3114.33621,2356.044195,1608.651903,2184.471867,1153.071714,2184.471867,2492.194944,2295.405033,196.023603,997.743099,1023.888318,3015.07,3359.27,4135.260126,59.36,2525.7915,1751.497764,19.34,2255.325108,29.31,2343.279117,1,2486.235891,3,2403.98886,3,3301.224615,5.88,2474.56986,5,4388.575335,4,195.6102,158.76,3479.401308,1203.224556,2515.285014,15.74,80.43,3890.868372,47.97,3143.07276,59.89,2409.060609,6.34,2260.013703,1564.871517,36.89,1748.906433,243.92,6,2168.500395,0,143.904576,148.341096,2571.598569,19.470273,353.9133,944.121705,377.1042,0,166.641741,0,366.799374,125.0292,3167.019885,455.015541,1387.178808,1,2461.522458,8,2112.267504,3.8,2845.604094,4.12,8.59,5519.323287,71.3,3319.898331,0,4994.220813,263.08,3159.669378,0,2319.916806,157.96,3452.580528,59.34
"Rv2607",4,9.7,23.16,18.8,3,1882.830422,2234.374428,2260.324068,2627.060576,3252.456102,1200.971424,10.73,890.495944,1066.18973,314.469148,356.660318,214.397398,80.158622,221.436928,101.185192,156.15794,210.155276,107.405744,37.525756,108.878064,102.767936,272.27,302.96,513.536014,9.86,0,318.996532,10.95,500.625608,2.74,390.459264,1,61.018462,0,1623.067164,1,1037.773954,3.59,1264.03273,0,1535.142054,3,142.631,30.86,438.226846,1005.953438,509.800002,1.26,42.74,1992.481454,30.34,1801.926438,1,102.09619,2,1142.143038,87.980322,3,265.542114,43.76,3.96,637.901044,0,793.755318,109.301356,1281.580944,11.9626,79.1372,532.620962,506.192818,0,44.1696,0,243.080032,0,1878.615906,105.54694,364.021918,0,1123.941482,3.26,607.60806,1.07,1508.318224,3.26,10.38,2703.04149,34.73,1826.201314,0,568.195894,33.39,880.456562,0,193.370828,21.05,393.928418,7
"Rv2608",17,20.8,51.07,66.7,2,5646.94943,6491.28079,7288.88469,8054.88502,9767.30034,4549.42166,20,3418.35648,4252.39855,1603.65784,2504.64861,1447.77352,959.06903,1350.93438,640.64756,1100.55465,1114.31224,772.12766,161.17085,845.48746,852.51865,1241.85,1304.92,2068.7884,41.77,0,1183.5311,14.78,1608.89182,21,1004.03081,1,634.75145,0,5594.40994,12,4183.49499,9,3635.65073,1,6243.70723,10.7,367.40858,111.95,2560.71946,2695.93061,3045.14638,23.05,116.23,5481.05959,75.28,4940.45672,62.26,2348.58562,12,2968.50746,1914.13375,44.05,1522.46809,224.77,11,2312.31561,0,1151.03418,263.85355,5050.12857,83.5545,58.24642,1504.2963,804.015,0,318.65269,30.88889,325.53674,132.426,5797.02172,405.82263,2055.756,0,4847.12792,13.34,5634.32692,3,3943.1418,15.34,10,10575.15149,112.58,5390.04299,0,1874.75278,92.49,2180.77245,0,1305.41557,89.39,1613.35857,18
"Rv2609c",7,5.76,28.81,34.57,0,3782.911179,4468.81155,4129.665153,5111.3088,5863.250721,2731.652571,7.51,5134.582047,6213.823842,2369.458185,2066.987886,1303.301832,1456.978983,1314.933336,501.874824,1018.555242,1083.235005,728.136246,120.697332,884.844141,716.965497,2395.16,2462.34,1448.8185,19,82.9359,717.569598,11.08,1024.084302,10.76,2761.489017,3,1448.726349,0,3481.690038,5.95,3235.165635,9.11,2188.350753,2,3061.307415,3.84,357.3411,97.45,2221.340811,2470.46592,2156.896545,12.66,62.84,3531.379905,35.85,3050.187861,76,2841.670626,5,1500.801903,2390.949846,69.78,1789.541703,221.86,5,1175.068596,0,858.898515,276.975189,3636.421806,5.1195,71.673,725.044068,373.477764,0,103.178403,9.2151,232.11813,30.686283,3495.174801,359.59368,1347.493356,3,3484.188354,9,3161.874873,2.61,2127.572049,4.04,7.09,6111.751251,51.57,4042.951062,0,2322.481653,99.81,1955.44422,0,1268.81688,78.62,1195.116558,21.97
"Rv2610c",9.99,13.24,37.16,62.81,3,4486.229046,5022.670614,5412.457674,5346.540862,6664.012368,3065.503922,13.5,4926.159732,6034.901964,1935.30753,2034.357884,1224.058342,316.930484,1244.34128,491.519184,925.243488,972.453586,677.39321,50.3516,786.776588,801.2472,2557.8,2725.99,1684.0421,44.51,0,1050.564242,16.74,1199.440788,17.3,2205.67373,0,1189.906822,3,3948.134632,5.07,3525.027948,8.91,2177.37832,3,2459.577146,4.92,188.2712,104.46,2357.264884,1170.61997,2287.341836,23,82.73,3773.053362,28.03,3107.51467,62.68,2783.108068,9.46,1998.870952,1944.972848,37.66,1814.726394,259,9,1810.928132,2,1181.226644,171.52382,3775.811754,13.1352,16.419,1517.88182,280.841522,0,232.854258,73.3382,273.912704,53.96378,4226.447628,498.053946,1872.893438,0,3576.00347,9,2808.41522,2.41,2784.410642,8.2,3.92,8341.191326,98.7,4448.968862,0,2822.437046,146.7,1292.77733,0,1384.964542,86.8,1436.290336,13.58
"Rv2611c",8.04,13,27.97,37.09,3,3254.875607,3542.099716,3856.71577,4521.680057,4376.181521,3312.205955,7,3830.071409,4819.089998,1177.4448,1402.035387,778.316711,364.085089,810.614676,305.69177,636.042131,861.532155,590.462869,33.279169,525.224484,431.297563,1417.09,1537.72,1122.590824,19.86,0,522.1407,3.07,1068.986715,15.96,787.871769,2,954.512915,1.12,3492.198484,2,3028.579594,1,1936.534585,5.84,3731.530493,3,155.3573,104.18,2646.902919,1519.522885,1443.818324,11,57.93,3423.7011,27.49,2978.035907,53.5,2038.883507,5.32,1977.850282,1366.677,33.96,1452.76597,149.14,3,877.383272,0,224.952698,245.242595,3420.687402,17.5215,65.4136,855.107605,182.258643,0,73.5903,11.681,131.142587,11.681,4051.659979,342.381791,835.787231,0,3450.789339,9.99,3515.443674,3,1993.421055,0,8.89,7058.197526,67.74,4407.252981,0,1620.902284,80.89,1737.139915,0,885.793592,64.99,1113.409558,20.82
"Rv2612c",7.23,8,18.68,26.15,3,2299.912785,3005.944047,3775.874679,3557.873565,4151.518326,1987.445898,7,3198.932532,3938.750973,1029.843126,1181.838978,915.619131,746.838081,759.101805,271.763298,690.619023,806.102424,590.506569,23.278365,391.912695,402.762168,1553,1513.28,1215.646803,15.58,0,559.320786,6.54,630.879822,4.07,864.737064,1,2269.831563,2.93,2384.571708,4,2438.013879,3,1291.778928,2.27,1566.793971,0,44.3889,80.64,2045.50245,1902.518577,1297.559808,7.8,57.81,2680.996653,32.01,2506.455369,39.32,1461.189681,4,1352.509137,1084.668579,18.39,931.661073,120.97,1.68,709.375914,0,443.847708,225.877563,2953.141902,0,28.9044,643.556466,444.869685,0,109.21734,0,128.469735,0,3032.990307,226.145961,985.774239,0,2583.186228,7.07,2609.706015,1,1611.513207,3,4.34,5473.812042,62.38,2774.502387,0,1238.76,56.45,1162.452384,0,771.045516,59.12,922.762647,13.78
"Rv2613c",9.62,8,24.85,23.66,0,2252.10286,2370.262964,2711.608835,2873.131543,3476.009366,1288.391924,16.76,2285.153382,2845.446495,798.807381,786.989376,380.200679,146.323856,348.107565,148.717376,289.665785,364.194014,219.136729,85.26915,339.800056,355.716964,1758.23,1883.42,826.183266,9.2,0,250.3223,5.51,375.413639,8.12,956.799647,0,858.984463,0,2461.805131,3,1875.153379,8.55,1096.192268,0.46,1371.127932,2,86.7651,77.97,1548.657305,856.18205,940.25444,6.84,45.76,1990.142069,17.04,1736.040002,46.73,906.685322,4,1196.769973,620.290681,13.28,753.081176,114.5,6.38,623.691474,1,344.646934,151.679357,2024.907947,30.008757,102.7219,409.69084,212.4249,0,86.495829,0.9973,168.424024,21.9406,2706.313172,277.987402,1082.36969,0,2436.264278,6,1882.144452,2,1493.406885,6,3.88,7026.856124,79.43,2632.991676,0,1125.024211,69.28,1523.535318,0,457.212185,38.61,530.36414,4.92
"Rv2614A",1.28,5.8,6.99,4.92,0,612.609924,747.247752,1127.494227,1135.899333,942.464796,1002.75777,3,410.848347,568.645755,643.693203,579.184665,317.767653,329.737773,428.022867,221.941638,479.84568,398.644029,302.11542,3.460926,199.45863,150.264039,161.78,123.93,289.676904,1.81,0,203.869359,1.3,195.321132,0.38,148.377444,0,34.179897,0,2369.420199,1,1024.629261,1.84,336.126174,0,906.203139,0.27,0,91.8,3058.742979,474.055785,418.147518,0.34,17.85,946.459173,5.19,767.102538,8.35,385.971315,1,465.429492,409.300038,10.03,968.864115,117.99,5.59,678.679782,0,194.059065,222.436056,2813.914992,0,99.833403,326.732232,84.454401,0,74.722173,7.8066,79.653342,2.21187,2224.139373,104.881671,1053.904011,0,2389.938546,7.31,1818.391338,1.34,413.463558,0,0,3606.506079,42.92,3330.217494,0,189.895545,8.68,200.928873,0,459.899817,19.01,445.067277,8.41
"Rv2614c",14.24,23.09,63.95,85.09,8,8530.237104,8220.634272,10686.76176,11375.881008,10986.226464,5273.406528,26.55,8590.255632,10190.702448,2555.679264,2645.312064,1242.928416,856.038816,1120.936656,474.030912,1181.704656,1417.21104,837.302016,269.485824,1111.892352,991.794528,3432.7,3759.04,2625.12696,40.78,1942.5504,1235.018448,21.36,1942.033872,21,3019.035264,3,1908.125328,1,14372.503008,15,7916.946192,20.55,3836.253456,2.65,8126.15016,12,421.871712,400.41,8859.052752,4042.449408,2947.632864,32.69,118.05,6185.513952,83.61,5908.665072,58.93,1981.573584,8,3175.057104,1458.28008,33.07,3105.933504,426.18,25,3955.713216,1,2239.564128,883.749024,14926.150128,49.090416,451.161888,1541.562624,933.34584,0,433.407504,31.3968,1102.706256,273.00024,10901.515872,955.72872,5546.690352,1,13328.65056,24.7,11360.770032,11.12,4747.844352,16,11.62,32611.623216,413,17388.297312,0,3577.878048,209.74,4918.166928,0,1519.544352,121.24,2093.599392,32.41
"Rv2615c",16.96,15.78,24.06,45.12,3.32,5637.62874,6231.72366,8022.24696,5996.034504,8325.600876,4777.22406,9.82,2394.805572,3081.489972,3654.256692,3387.537096,1951.003368,1677.701304,2840.263848,1367.447088,2709.066144,2592.940368,2073.703248,112.562712,1010.095188,902.2665,1171.32,1207.08,2884.802148,56.3,0,1532.544084,20.99,1518.65148,14.29,312.094296,0,958.798776,1,24040.569924,19.8,11183.972784,22.69,2597.130732,2,4535.412456,4.5,127.684824,779.25,20319.141948,4865.899188,2730.0096,19.35,65,4649.029032,43.99,4887.285936,70.45,2033.4975,4.73,3049.991148,2451.2793,46.52,5563.925172,747.93,31.15,7046.96274,3,3691.0332,2916.300972,22257.933876,154.282344,1181.021892,2267.472036,2034.325536,0,130.260936,94.647024,1878.278388,197.825328,16909.83336,1006.155744,6979.850004,0,25305.926028,70.41,14380.492848,7.33,3036.3411,3.99,8.75,27792.242124,268.67,23868.714816,0,1999.732032,114.06,2814.260172,0,2272.850088,174.7,2200.48476,37.39
"Rv2616",9,10.68,17.74,33.61,4.58,4034.497005,2716.750638,5578.006518,3964.778685,3959.579862,3849.793542,7.54,1948.576959,2374.499799,1062.342918,2535.733431,659.739654,627.104268,1328.825169,492.175278,1125.790596,1362.852918,1061.461422,51.0867,459.549909,419.021127,454.34,459.36,1132.411833,17.55,0,990.270603,8.81,912.668904,10,238.023954,0,307.131237,1,12793.291686,9.51,7531.521858,12.28,1247.336874,1,1031.260167,1,14.0238,564.18,13368.117231,4242.550095,2321.049087,8.82,37.11,2011.734144,32.97,2038.449483,18.27,797.232996,1,960.169518,1897.530327,42.19,3058.029828,426.39,43.39,8265.757941,3,4996.870263,594.819477,12456.64035,70.119,484.943004,839.314413,384.412392,0,117.419274,6.230574,717.898356,194.059341,8696.719332,919.780974,5063.333058,0,12193.764219,34.32,9577.834686,9.95,2130.105033,1.34,5.36,25381.725705,365.76,15875.522586,0,2042.16579,106.05,885.262392,0,1356.922854,104.77,1063.164312,12.09
"Rv2617c",3.96,9.82,31.14,23.97,1.99,4493.528238,2371.804692,5102.113248,3661.962741,3232.117572,2707.897044,14.39,1387.254519,1787.950665,1134.271524,2628.804087,517.181787,971.928636,1084.22718,422.153763,626.327457,764.049813,572.798886,8.0328,485.251407,496.888926,524.62,524.61,1128.066186,18.81,0,1070.993142,15.85,836.033742,11,554.313405,1,621.106137,0.84,6684.384069,12.96,4796.947176,12.11,979.29873,0,1296.825273,4.74,119.076219,646.27,13318.151457,6804.795741,2766.787509,23.04,31.61,1719.591537,35.34,1920.260922,24.03,786.702309,5.68,1597.262034,1342.170429,42.51,2504.918229,416.39,41.95,8195.916045,1,2977.35732,246.747534,7938.143493,15.382812,139.760679,700.319586,297.856224,0,69.935565,27.1107,409.220955,145.052286,5176.717878,929.605821,5734.565715,0,6282.111486,14.78,8705.125278,6.77,1727.875362,6.66,4.99,27105.107163,368.72,15735.220977,0,3067.244352,194.19,1692.751944,0,1674.567693,139.95,924.203763,7.36
"Rv2618",3.09,11.5,13,26.62,2,2220.114032,2159.256894,3183.529183,2956.043286,3269.588959,1528.396358,8.28,1528.926082,2104.797192,1118.83821,1250.933039,413.469956,356.361634,696.332385,320.809004,589.786552,811.404737,679.106168,47.57329,515.543696,401.693784,532.93,549.49,831.065647,20.78,0,640.955853,19.77,603.37601,9.66,327.471302,0.46,316.112797,1,2808.983754,4.36,2698.424243,8.77,1472.999452,1,1628.9013,2,96.511638,150.66,3503.472292,2921.152811,1351.397233,11.85,62.22,2206.30046,25.61,2307.111012,22.53,871.80346,4,1195.556507,723.796537,18.77,1701.279935,263.68,12.66,2212.585839,2.24,768.853638,531.690091,3422.913496,71.594236,653.913717,964.902453,1633.984613,0,196.894336,58.0659,2252.997668,182.296365,2918.208768,391.547532,1058.378365,0,2696.549835,10.43,3241.737701,0.69,1641.553554,2,4.16,4932.810262,64.27,3135.640096,0,5935.465737,330.64,796.6234,0,776.157717,52.47,908.262733,12.35
"Rv2619c",6.59,8.8,15.27,24.73,1,2021.642175,3627.0661,3005.16195,3195.678675,3307.275125,1674.704675,12.45,1620.23015,2030.87605,1222.212775,980.210525,542.9732,346.115525,772.282875,340.16955,852.772375,1189.803475,718.5556,16.556925,516.7554,548.7377,486.23,478.84,1185.512125,17.01,0,392.359625,11.08,610.684725,9.64,472.614275,0,295.046325,0,1420.105925,4,2931.03475,6.19,899.0485,0,1169.8092,3.78,46.318825,106.23,3205.46765,1790.0267,1059.781975,5.19,39.96,1751.607375,15.27,1540.03955,17.7,728.9317,1,820.811425,757.071,8.19,1579.23815,233.42,11,1907.035375,0.97,515.485075,248.268475,1411.42715,20.2825,613.96195,589.40945,1493.0909,0,205.8994,0,2057.73435,85.346625,1695.68105,320.666325,461.747125,0,1273.196575,4.84,642.82715,2,1419.337325,4,3.27,2780.60265,31.74,1298.688475,0,8771.188475,504.61,419.33535,0,628.213075,37.54,975.812425,11.53
"Rv2620c",10.2,8.62,29.31,35.51,2,2491.91344,4162.69792,3098.07664,3369.44576,3970.90344,1590.19328,7.32,1515.2508,1810.58768,1426.62144,796.1656,370.74048,363.75032,644.48856,363.656,699.4876,930.98032,1025.01736,60.55344,622.80544,692.6756,455.73,454.18,1134.984,26.82,0,581.51424,9.95,818.04784,16.5,977.59536,0,232.37304,0,1898.48344,2.86,3634.7784,13.78,1087.26856,1,1111.20488,5.03,96.416,191.46,4396.2028,1907.61152,1536.01168,5.99,43.57,1942.30032,20.85,1431.13832,30.03,867.47152,5.95,1264.65304,1015.23952,29.19,2175.8576,374.35,23.45,3339.48344,1,899.63464,336.73288,1883.40272,13.63448,876.77776,657.89248,2188.33928,0,187.60248,83.93432,2057.34976,166.06608,1529.00056,444.9284,754.1932,0,1834.44016,4.84,807.29536,1,1463.15472,2.97,6.57,2848.91464,37.8,1093.34696,0,10259.36456,824.7,707.85064,0,692.89568,53.57,778.46488,8.11
"Rv2621c",16.46,17.95,31.99,41.54,1.82,3803.116648,6112.187395,4665.571681,5660.767372,6312.705421,2605.965955,9.74,2933.716231,3412.967685,2280.840156,1981.090954,870.478149,1009.455682,1820.279369,942.706151,2552.32883,3183.340916,2311.066547,48.038906,1307.927572,904.326917,939.36,911.82,1888.166506,29.09,0,1196.671701,18.93,1964.216465,21.43,1748.370695,1,444.025584,0,2842.059116,1.32,8895.120936,19,1598.057018,0,2234.527617,4.08,42.570414,557.68,11900.695946,3755.057784,3411.889953,15.97,55.14,2789.739219,20.73,2179.942487,69.07,2062.010665,6,1644.309683,2653.326289,56.09,4998.4811,820.27,54.3,7689.777484,1,1466.424029,425.494581,3983.397262,52.68912,1081.334419,747.975945,3662.472622,0,314.717702,107.733284,3071.23683,231.822149,2527.521036,1407.717572,1534.540683,1,2498.561978,5,1367.711761,1,3008.6685,5,4,4938.158045,62.84,2271.190463,0,18371.827971,1309.57,849.721829,0,1563.260245,123.05,1309.853519,20.55
